date,boarding_count,alighting_count,passenger_count,service_number,bus_stop_id
2022/08/05,2,0,5,1,3
2022/08/05,6,0,11,1,4
2022/08/05,1,6,6,1,5
2022/08/05,2,0,2,2,1
2022/08/05,7,1,8,2,2
2022/08/05,1,0,9,2,3
2022/08/05,5,1,13,2,4
2022/08/05,2,10,5,2,5
2022/08/05,0,0,0,3,1
2022/08/05,10,0,10,3,2
2022/08/05,2,0,12,3,3
2022/08/05,2,0,14,3,4
2022/08/05,0,10,4,3,5
2022/08/05,0,0,0,4,1
2022/08/05,9,0,9,4,2
2022/08/05,6,0,15,4,3
2022/08/05,9,0,24,4,4
2022/08/05,1,15,10,4,5
2022/08/05,3,0,3,5,1
2022/08/05,4,1,6,5,2
2022/08/05,5,1,10,5,3
2022/08/05,10,1,19,5,4
2022/08/05,1,15,5,5,5
2022/08/05,0,0,0,6,1
2022/08/05,7,0,7,6,2
2022/08/05,2,0,9,6,3
2022/08/05,9,0,18,6,4
2022/08/05,2,14,6,6,5
2022/08/05,0,0,0,7,1
2022/08/05,2,0,2,7,2
2022/08/05,2,0,4,7,3
2022/08/05,1,0,5,7,4
2022/08/05,0,5,0,7,5
2022/08/05,2,0,2,8,1
2022/08/05,2,1,3,8,2
2022/08/05,0,0,3,8,3
2022/08/05,13,5,11,8,4
2022/08/05,1,11,1,8,5
2022/08/05,1,0,1,9,1
2022/08/05,3,0,4,9,2
2022/08/05,2,0,6,9,3
2022/08/05,4,0,10,9,4
2022/08/05,0,5,5,9,5
2022/08/05,2,0,2,10,1
2022/08/05,6,0,8,10,2
2022/08/05,0,0,8,10,3
2022/08/05,12,13,7,10,4
2022/08/05,0,0,7,10,5
2022/08/05,2,0,2,11,1
2022/08/05,2,0,4,11,2
2022/08/05,0,0,4,11,3
2022/08/05,2,0,6,11,4
2022/08/05,0,3,3,11,5
2022/08/05,1,0,1,12,1
2022/08/05,9,0,10,12,2
2022/08/05,3,0,13,12,3
2022/08/05,8,0,21,12,4
2022/08/05,0,17,4,12,5
2022/08/05,0,0,0,13,1
2022/08/05,2,0,2,13,2
2022/08/05,0,0,2,13,3
2022/08/05,6,0,8,13,4
2022/08/05,0,8,0,13,5
2022/08/05,1,0,1,14,1
2022/08/05,3,1,3,14,2
2022/08/05,0,0,3,14,3
2022/08/05,10,0,13,14,4
2022/08/05,1,10,4,14,5
2022/08/05,6,0,6,15,1
2022/08/05,0,0,6,15,2
2022/08/05,0,0,6,15,3
2022/08/05,4,0,10,15,4
2022/08/05,0,8,2,15,5
2022/08/05,2,0,2,16,1
2022/08/05,1,0,3,16,2
2022/08/05,1,0,4,16,3
2022/08/05,6,0,10,16,4
2022/08/05,0,9,1,16,5
2022/08/05,6,0,6,17,1
2022/08/05,1,0,7,17,2
2022/08/05,0,0,7,17,3
2022/08/05,3,0,10,17,4
2022/08/05,0,3,7,17,5
2022/08/05,1,0,1,18,1
2022/08/05,4,0,5,18,2
2022/08/05,2,0,7,18,3
2022/08/05,7,0,14,18,4
2022/08/05,0,11,3,18,5
2022/08/05,0,0,0,19,1
2022/08/05,3,0,3,19,2
2022/08/05,3,0,6,19,3
2022/08/05,10,0,16,19,4
2022/08/05,0,13,3,19,5
2022/08/05,3,0,3,20,1
2022/08/05,2,0,5,20,2
2022/08/05,0,0,5,20,3
2022/08/05,2,0,7,20,4
2022/08/05,0,3,4,20,5
2022/08/05,1,0,1,21,1
2022/08/05,0,0,1,21,2
2022/08/05,0,0,1,21,3
2022/08/05,5,0,6,21,4
2022/08/05,0,5,1,21,5
2022/08/05,1,0,1,22,1
2022/08/05,2,0,3,22,2
2022/08/05,0,0,3,22,3
2022/08/05,1,0,4,22,4
2022/08/05,0,3,1,22,5
2022/08/05,1,0,1,23,1
2022/08/05,1,0,2,23,2
2022/08/05,0,0,2,23,3
2022/08/05,4,0,6,23,4
2022/08/05,0,5,1,23,5
2022/08/05,2,0,2,24,1
2022/08/05,1,0,3,24,2
2022/08/05,0,0,3,24,3
2022/08/05,1,0,4,24,4
2022/08/05,0,2,2,24,5
2022/08/05,1,0,1,25,1
2022/08/05,0,0,1,25,2
2022/08/05,0,0,1,25,3
2022/08/05,2,0,3,25,4
2022/08/05,0,2,1,25,5
2022/08/05,2,0,2,26,1
2022/08/05,0,0,2,26,2
2022/08/05,0,0,2,26,3
2022/08/05,1,0,3,26,4
2022/08/05,0,1,2,26,5
2022/08/06,2,0,2,1,1
2022/08/06,0,0,2,1,2
2022/08/06,0,0,2,1,3
2022/08/06,2,0,4,1,4
2022/08/06,0,2,2,1,5
2022/08/06,0,0,0,2,1
2022/08/06,3,0,3,2,2
2022/08/06,0,0,3,2,3
2022/08/06,2,0,5,2,4
2022/08/06,0,2,3,2,5
2022/08/06,2,0,2,3,1
2022/08/06,1,0,3,3,2
2022/08/06,3,0,6,3,3
2022/08/06,2,0,8,3,4
2022/08/06,0,5,3,3,5
2022/08/06,1,0,1,4,1
2022/08/06,3,0,4,4,2
2022/08/06,4,0,8,4,3
2022/08/06,3,0,11,4,4
2022/08/06,0,9,2,4,5
2022/08/06,3,0,3,5,1
2022/08/06,3,0,6,5,2
2022/08/06,1,0,7,5,3
2022/08/06,6,0,13,5,4
2022/08/06,0,12,1,5,5
2022/08/06,0,0,0,6,1
2022/08/06,6,0,6,6,2
2022/08/06,0,0,6,6,3
2022/08/06,3,0,9,6,4
2022/08/06,0,7,2,6,5
2022/08/06,1,0,1,7,1
2022/08/06,2,0,3,7,2
2022/08/06,1,0,4,7,3
2022/08/06,2,0,6,7,4
2022/08/06,1,6,1,7,5
2022/08/06,3,0,3,8,1
2022/08/06,9,0,12,8,2
2022/08/06,0,0,12,8,3
2022/08/06,6,0,18,8,4
2022/08/06,0,17,1,8,5
2022/08/06,0,0,0,9,1
2022/08/06,9,0,9,9,2
2022/08/06,1,0,10,9,3
2022/08/06,8,0,18,9,4
2022/08/06,0,13,5,9,5
2022/08/06,4,0,4,10,1
2022/08/06,3,0,7,10,2
2022/08/06,3,0,10,10,3
2022/08/06,15,0,25,10,4
2022/08/06,0,11,14,10,5
2022/08/06,0,0,0,11,1
2022/08/06,10,0,10,11,2
2022/08/06,0,0,10,11,3
2022/08/06,7,0,17,11,4
2022/08/06,0,13,4,11,5
2022/08/06,0,0,0,12,1
2022/08/06,5,0,5,12,2
2022/08/06,2,0,7,12,3
2022/08/06,3,0,10,12,4
2022/08/06,0,8,2,12,5
2022/08/06,2,0,2,13,1
2022/08/06,2,0,4,13,2
2022/08/06,1,0,5,13,3
2022/08/06,3,0,8,13,4
2022/08/06,0,5,3,13,5
2022/08/06,0,0,0,14,1
2022/08/06,3,0,3,14,2
2022/08/06,1,0,4,14,3
2022/08/06,1,5,0,14,4
2022/08/06,0,0,0,14,5
2022/08/06,0,0,0,15,1
2022/08/06,1,0,1,15,2
2022/08/06,0,0,1,15,3
2022/08/06,2,0,3,15,4
2022/08/06,0,1,2,15,5
2022/08/06,0,0,0,16,1
2022/08/06,1,0,1,16,2
2022/08/06,1,0,2,16,3
2022/08/06,3,0,5,16,4
2022/08/06,0,6,-1,16,5
2022/08/06,8,0,8,17,1
2022/08/06,3,0,11,17,2
2022/08/06,0,0,11,17,3
2022/08/06,5,0,16,17,4
2022/08/06,0,11,5,17,5
2022/08/06,0,0,0,18,1
2022/08/06,3,0,3,18,2
2022/08/06,5,0,8,18,3
2022/08/06,3,0,11,18,4
2022/08/06,0,6,5,18,5
2022/08/06,3,0,3,19,1
2022/08/06,2,0,5,19,2
2022/08/06,1,0,6,19,3
2022/08/06,6,0,12,19,4
2022/08/06,0,10,2,19,5
2022/08/06,1,0,1,20,1
2022/08/06,0,0,1,20,2
2022/08/06,3,0,4,20,3
2022/08/06,3,0,7,20,4
2022/08/06,0,6,1,20,5
2022/08/06,3,0,3,21,1
2022/08/06,4,0,7,21,2
2022/08/06,0,0,7,21,3
2022/08/06,5,0,12,21,4
2022/08/06,0,10,2,21,5
2022/08/06,0,0,0,22,1
2022/08/06,2,0,2,22,2
2022/08/06,0,0,2,22,3
2022/08/06,1,0,3,22,4
2022/08/06,0,2,1,22,5
2022/08/06,2,0,2,23,1
2022/08/06,3,0,5,23,2
2022/08/06,0,0,5,23,3
2022/08/06,1,0,6,23,4
2022/08/06,0,3,3,23,5
2022/08/06,0,0,0,24,1
2022/08/06,1,0,1,24,2
2022/08/06,0,0,1,24,3
2022/08/06,1,0,2,24,4
2022/08/06,0,1,1,24,5
2022/08/06,0,0,0,25,1
2022/08/06,1,0,1,25,2
2022/08/06,0,0,1,25,3
2022/08/06,0,0,1,25,4
2022/08/06,0,1,0,25,5
2022/08/06,0,0,0,26,1
2022/08/06,0,0,0,26,2
2022/08/06,0,0,0,26,3
2022/08/06,0,0,0,26,4
2022/08/06,0,0,0,26,5
2022/08/07,0,0,0,1,1
2022/08/07,0,0,0,1,2
2022/08/07,1,0,1,1,3
2022/08/07,1,0,2,1,4
2022/08/07,0,1,1,1,5
2022/08/07,1,0,1,2,1
2022/08/07,0,0,1,2,2
2022/08/07,2,0,3,2,3
2022/08/07,1,0,4,2,4
2022/08/07,0,1,3,2,5
2022/08/07,0,0,0,3,1
2022/08/07,2,0,2,3,2
2022/08/07,0,0,2,3,3
2022/08/07,1,0,3,3,4
2022/08/07,1,3,1,3,5
2022/08/07,1,0,1,4,1
2022/08/07,3,0,4,4,2
